filename,combined_score,text_similarity,skill_score,experience_score,education_score,experience_years,skills_found
25413261.pdf,0.5516648590939085,0.06666214773477118,0.8333333333333334,1.0,0.75,20,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
11209758.pdf,0.5514887312786653,0.06622182819666307,0.8333333333333334,1.0,0.75,15,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
28078163.pdf,0.5513388063037739,0.0658470157594345,0.8333333333333334,1.0,0.75,10,"{'programming': ['java', 'javascript', 'c++', 'c#', 'go', 'scala'], 'web_development': ['html', 'node'], 'data_science': ['r'], 'databases': [], 'cloud': ['jenkins'], 'soft_skills': ['communication']}"
64468610.pdf,0.5513225817577967,0.06580645439449152,0.8333333333333334,1.0,0.75,10,"{'programming': ['java', 'javascript', 'c++', 'c#', 'go', 'scala'], 'web_development': ['html', 'node'], 'data_science': ['r'], 'databases': [], 'cloud': ['jenkins'], 'soft_skills': ['communication']}"
15354126.pdf,0.5512258969384969,0.06556474234624206,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
23427369.pdf,0.551196072124739,0.06549018031184739,0.8333333333333334,1.0,0.75,18,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
25857360.pdf,0.5508442722471938,0.06461068061798451,0.8333333333333334,1.0,0.75,14,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
11981094.pdf,0.5506272731691022,0.06406818292275528,0.8333333333333334,1.0,0.75,10,"{'programming': ['java', 'javascript', 'c++', 'c#', 'go', 'scala'], 'web_development': ['html', 'node'], 'data_science': ['r'], 'databases': [], 'cloud': ['jenkins'], 'soft_skills': ['communication']}"
37220856.pdf,0.5504906093245975,0.06372652331149357,0.8333333333333334,1.0,0.75,8,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'creative']}"
34151183.pdf,0.550403121453038,0.06350780363259509,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
24410405.pdf,0.5502310316192724,0.063077579048181,0.8333333333333334,1.0,0.75,25,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['communication']}"
65708020.pdf,0.5501839450730295,0.06295986268257359,0.8333333333333334,1.0,0.75,10,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'analytical']}"
15100547.pdf,0.5499940219746186,0.06248505493654638,0.8333333333333334,1.0,0.75,13,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
28762662.pdf,0.5498873428013918,0.06221835700347956,0.8333333333333334,1.0,0.75,10,"{'programming': ['java', 'javascript', 'c++', 'c#', 'go', 'scala'], 'web_development': ['html', 'css', 'node'], 'data_science': ['r'], 'databases': [], 'cloud': ['jenkins'], 'soft_skills': ['communication', 'teamwork']}"
16852973.pdf,0.5496243410328416,0.061560852582104114,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'analytical']}"
20033302.pdf,0.5493217621997781,0.06080440549944527,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
24658786.pdf,0.5491115665952079,0.060278916488019654,0.8333333333333334,1.0,0.75,17,"{'programming': ['go', 'rust'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
12920612.pdf,0.548575286018298,0.058938215045744854,0.8333333333333334,1.0,0.75,30,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
22450718.pdf,0.5483374633707181,0.1208436584267954,1.0,0.625,0.75,5,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
15746146.pdf,0.5482471370520325,0.05811784263008149,0.8333333333333334,1.0,0.75,20,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
29775391.pdf,0.5481971089992592,0.05799277249814784,0.8333333333333334,1.0,0.75,14,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
18525641.pdf,0.5481112326136206,0.0577780815340515,0.8333333333333334,1.0,0.75,9,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
10659182.pdf,0.5480681843099334,0.057670460774833475,0.8333333333333334,1.0,0.75,10,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving']}"
65325317.pdf,0.547940980702134,0.05735245175533509,0.8333333333333334,1.0,0.75,35,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
16356151.pdf,0.5474630928298199,0.05615773207454941,0.8333333333333334,1.0,0.75,22,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
47996197.pdf,0.5474606500585195,0.05615162514629858,0.8333333333333334,1.0,0.75,10,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
56286525.pdf,0.5474421414131481,0.05610535353287015,0.8333333333333334,1.0,0.75,12,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
15154822.pdf,0.5471090892469341,0.055272723117335075,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
18882984.pdf,0.5470375331999898,0.05509383299997449,0.8333333333333334,1.0,0.75,22,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
90066849.pdf,0.5465280302129958,0.05382007553248921,0.8333333333333334,1.0,0.75,28,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
19284293.pdf,0.5464955277489567,0.053738819372391854,0.8333333333333334,1.0,0.75,20,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
82246962.pdf,0.5464104869985756,0.05352621749643898,0.8333333333333334,1.0,0.75,10,"{'programming': ['python', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication']}"
62555739.pdf,0.5463706536420208,0.05342663410505185,0.8333333333333334,1.0,0.75,8,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork', 'creative']}"
16962067.pdf,0.5462469152345926,0.05311728808648127,0.8333333333333334,1.0,0.75,10,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
20082776.pdf,0.5454374130979613,0.05109353274490314,0.8333333333333334,1.0,0.75,12,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
18856440.pdf,0.5447530753322622,0.04938268833065571,0.8333333333333334,1.0,0.75,28,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving']}"
92246939.pdf,0.5445594358440871,0.04889858961021741,0.8333333333333334,1.0,0.75,30,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
30826569.pdf,0.5445255729478188,0.04881393236954694,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
24655918.pdf,0.5441443754770146,0.04786093869253631,0.8333333333333334,1.0,0.75,30,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
24285142.pdf,0.5436989185923922,0.04674729648098025,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': ['css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
13014900.pdf,0.5435083423178062,0.046270855794515474,0.8333333333333334,1.0,0.75,34,"{'programming': ['go'], 'web_development': ['html', 'express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
19147494.pdf,0.542962951151049,0.04490737787762254,0.8333333333333334,1.0,0.75,21,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
84356308.pdf,0.5429472574713916,0.16986814367847897,0.6666666666666666,1.0,0.75,16,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership']}"
29184740.pdf,0.54285992300187,0.04464980750467505,0.8333333333333334,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
20817322.pdf,0.5427316227957097,0.04432905698927451,0.8333333333333334,1.0,0.75,22,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
94047639.pdf,0.5425599381490127,0.04389984537253158,0.8333333333333334,1.0,0.75,16,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
37001381.pdf,0.5423629257943332,0.043407314485832835,0.8333333333333334,1.0,0.75,16,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
26046064.pdf,0.5413490043612851,0.04087251090321263,0.8333333333333334,1.0,0.75,14,"{'programming': ['go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
45077654.pdf,0.5412691593736816,0.04067289843420381,0.8333333333333334,1.0,0.75,10,"{'programming': ['go'], 'web_development': ['css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
27397245.pdf,0.5407010398695227,0.03925259967380654,0.8333333333333334,1.0,0.75,14,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
22800977.pdf,0.5405921145676681,0.03898028641917021,0.8333333333333334,1.0,0.75,12,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
40883703.pdf,0.5384445819253336,0.03361145481333404,0.8333333333333334,1.0,0.75,12,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
23841877.pdf,0.5384269500674681,0.033567375168670144,0.8333333333333334,1.0,0.75,28,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
27523575.pdf,0.5379369779680319,0.03234244492007943,1.0,0.75,0.75,6,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
23804341.pdf,0.5365143987857485,0.028785996964371178,0.8333333333333334,1.0,0.75,10,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving']}"
20574232.pdf,0.5355099047166632,0.026274761791657997,0.8333333333333334,1.0,0.75,20,"{'programming': ['go'], 'web_development': ['node'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication']}"
88907739.pdf,0.5351064284242422,0.15026607106060558,1.0,0.5,0.75,4,"{'programming': ['c#', 'go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
27689009.pdf,0.5347761584797637,0.024440396199409117,0.8333333333333334,1.0,0.75,24,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
98309114.pdf,0.5341183659058393,0.14779591476459825,0.6666666666666666,1.0,0.75,20,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
13858219.pdf,0.5327286320524496,0.019321580131123783,0.8333333333333334,1.0,0.75,13,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
76196367.pdf,0.5315573488362353,0.1413933720905881,0.6666666666666666,1.0,0.75,20,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
19243556.pdf,0.5310183004613149,0.1400457511532873,0.6666666666666666,1.0,0.75,25,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['leadership']}"
19557384.pdf,0.5302160289144775,0.07554007228619364,0.8333333333333334,0.875,0.75,7,"{'programming': ['c++', 'go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'problem-solving', 'analytical']}"
29552167.pdf,0.5300292019536021,0.07507300488400556,0.8333333333333334,0.875,0.75,7,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
53640713.pdf,0.5291027620030322,0.13525690500758034,0.6666666666666666,1.0,0.75,8,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
25624652.pdf,0.5290765493444365,0.07269137336109102,0.8333333333333334,0.875,0.75,7,"{'programming': ['go', 'rust'], 'web_development': ['vue'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
22718826.pdf,0.5277718565374505,0.13192964134362634,0.6666666666666666,1.0,0.75,30,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
70750649.pdf,0.5256346896856585,0.06408672421414638,0.8333333333333334,0.875,0.75,7,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
29196643.pdf,0.525085143243768,0.12521285810942012,1.0,0.5,0.75,4,"{'programming': ['java', 'go', 'scala'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': ['sql', 'mysql'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
28243590.pdf,0.524993265644788,0.12498316411196991,0.6666666666666666,1.0,0.75,20,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
10945968.pdf,0.5239834813805453,0.12245870345136312,0.6666666666666666,1.0,0.75,20,"{'programming': ['java', 'go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
67582956.pdf,0.5239003295091174,0.12225082377279327,0.6666666666666666,1.0,0.75,16,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
30968749.pdf,0.5235413014043175,0.12135325351079362,1.0,0.5,0.75,4,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
22605864.pdf,0.5230545882797646,0.12013647069941161,0.6666666666666666,1.0,0.75,10,"{'programming': ['go', 'rust', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': []}"
21586858.pdf,0.5226764396806249,0.11919109920156234,0.6666666666666666,1.0,0.75,18,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
13313917.pdf,0.5192313550116319,0.11057838752907985,0.6666666666666666,1.0,0.75,15,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'creative']}"
